0x00405530    2 92           entry0
0x00488080    6 124          sym.uivector_resize
0x004880fc   13 352          sym.lodepng_add_text_sized
0x0048825c   21 372          sym.readChunk_tEXt
0x004883d0   29 564          sym.lodepng_add_itext_sized
0x00488604    3 148          sym.huffmanDecodeSymbol.isra.6
0x00488698   16 220          sym.lodepng_color_mode_equal
0x00488774   14 252          sym.readChunk_tRNS
0x00488870   12 252          sym.readChunk_bKGD
0x0048896c    1 112          sym.readChunk_pHYs.part.13
0x004889dc    1 368          sym.readChunk_cHRM.part.16
0x00488b4c    7 144          sym.lodepng_color_mode_alloc_palette.isra.20
0x00488bdc   11 236          sym.readChunk_PLTE
0x00488cc8    9 188          sym.lodepng_assign_icc.part.23
0x00488d84    6 364          sym.writeLZ77data.isra.26
0x00488ef0    3 88           sym.uivector_push_back
0x00488f48  115 1944         sym.encodeLZ77
0x004896e0   52 1148         sym.lodepng_huffman_code_lengths.part.30
0x00489b5c   12 264          sym.HuffmanTree_makeFromFrequencies
0x00489c64  142 3480         sym.lodepng_deflatev
0x0048a9fc    5 76           sym.lodepng_chunk_type_equals.part.31
0x0048aa48  191 4312         sym.lodepng_inflatev
0x0048bb20   25 428          sym.lodepng_zlib_decompressv
0x0048bccc   10 240          sym.zlib_decompress
0x0048bdbc   20 460          sym.readChunk_zTXt
0x0048bf88   35 864          sym.readChunk_iTXt
0x0048c7f0    3 64           sym.zlib_compress
0x0048c830  115 2260         sym.filter.isra.37
0x0048d104   54 1544 -> 1520 sym.preProcessScanlines
0x0048dab8    3 112          sym.lodepng_chunk_createv
0x0048da50    1 104          sym.lodepng_chunk_generate_crc
0x0048d764   12 488          sym.lodepng_crc32
0x00405210    8 224          sym.addChunk_PLTE.isra.34
0x004052f0   10 240          sym.addChunk_tEXt
0x004053e0    5 156          sym.addUnknownChunks
0x0048e3a4   27 500          sym.readChunk_iCCP
0x00405650    1 12           sym.remove_pid_file
0x0040565c    8 504          sym.syslog_print.part.0
0x00405854    3 28           sym.syslog_print
0x00405870    7 244          sym.terminate
0x00405590    4 52           sym.deregister_tm_clones
0x004055c4    4 76           sym.register_tm_clones
0x00405610    3 56           sym.__do_global_dtors_aux
0x00405648    1 8            entry.init0
0x00406390    3 72           sym.remove_anim
0x0040642c    1 148          sym.lv_anim_path_cubic_bezier
0x00409418    8 116          sym.lv_map
0x00408ff0    4 36           sym.lv_cubic_bezier
0x004064c0    1 84           sym.convert_speed_to_time.part.0
0x00406514    9 144          sym.resolve_time
0x004065a4    3 80           sym.anim_mark_list_change
0x004065f4   19 308          sym.remove_concurrent_anims
0x00406728   50 788          sym.anim_timer
0x00408c00   17 740          sym.lv_cubic_bezier.part.0
0x00409510    3 36           sym.lv_timer_enable.part.2
0x0040a010    1 68           sym.generic_callback
0x006b39b0    1 16           fcn.006b39b0
0x006b3dc0    1 16           fcn.006b3dc0
0x0040a5c0    3 64           sym.lv_malloc_zeroed.part.1
0x0040a430    1 8            sym.lv_malloc_core
0x0040a7e0  124 4908         sym.theme_apply
0x0040bb0c    4 120          sym.grey_filter_cb
0x00468fc8    6 232          sym.lv_palette_lighten
0x00408a4c   14 336          sym.lv_log_add
0x00466e0c    1 20           sym.lv_color_black
0x00466fa0    1 128          sym.lv_color_mix
0x004690b0    6 232          sym.lv_palette_darken
0x0040bb84    1 52           sym.dark_color_filter_cb
0x004668e8    1 64           sym.lv_color_darken
0x0040bbb8    3 36           sym.style_init_reset
0x0040e710   75 2640         sym.theme_apply_1
0x0040f160    4 44           sym.style_init_reset_1
0x0040fa70   67 1688         sym.theme_apply_2
0x00410108    4 44           sym.style_init_reset_2
0x00410630    3 44           sym.lv_tick_get.part.0
0x004107c0    7 272          sym.get_angle
0x004109b4    1 116          sym.lv_arc_angle_within_bg_bounds
0x00410bdc    4 340          sym.get_center
0x0043c170    5 220          sym.lv_obj_get_style_prop
0x0043bfa4   24 360          sym.get_selector_style_prop.constprop.8
0x0046a72c    3 80   -> 56   sym.lv_style_prop_get_default
0x0046a5fc   16 184          sym.lv_style_get_prop
0x0043679c    1 8            sym.lv_obj_get_width
0x00465c2c    1 20           sym.lv_area_get_width
0x004367a4    1 8            sym.lv_obj_get_height
0x00465c40    1 20           sym.lv_area_get_height
0x00410d30    7 320          sym.knob_get_extra_size
0x00410e70    1 452          sym.get_knob_area
0x00408ee4   13 268          sym.lv_trigo_sin
0x00411034    1 256          sym.lv_arc_constructor
0x00410678    3 32           sym.lv_tick_get
0x00432b50   14 296          sym.lv_obj_add_flag
0x00432c78    9 256          sym.lv_obj_remove_flag
0x004379e0    1 56           sym.lv_obj_set_ext_click_area
0x00433bc0    5 172          sym.lv_obj_allocate_spec_attr
0x0040a618    3 24           sym.lv_malloc_zeroed
0x00411134    3 104          sym.inv_knob_area
0x00464dec    1 52           sym.lv_area_increase
0x00437174    8 200          sym.lv_obj_invalidate_area
0x0043efdc   16 224          sym.lv_obj_get_display
0x0044418c    4 104          sym.lv_display_is_invalidation_enabled
0x00436fa4   17 464          sym.lv_obj_area_is_visible
0x004412a0   26 616          sym.lv_inv_area
0x0041119c    3 220          sym.inv_arc_area
0x00437980    1 96           sym.lv_obj_is_visible
0x004350e0    3 28           sym.lv_obj_get_ext_draw_size
0x004118fc    6 348          sym.value_update
0x00411698    1 160          sym.lv_arc_set_end_angle
0x00411434    1 160          sym.lv_arc_set_start_angle
0x00411ccc   49 3196 -> 2060 sym.lv_arc_event.part.1
0x00412a90    3 68           sym.lv_arc_event
0x00435120    9 124          sym.lv_obj_event_base
0x00413910   90 2588         sym.draw_indic
0x0041432c    1 52           sym.lv_bar_destructor
0x00414360    5 68           sym.lv_bar_anim_completed
0x004143a4    1 16           sym.lv_bar_anim
0x004143b4    6 336          sym.lv_bar_set_value_with_anim
0x00406ca8   10 184          sym.lv_anim_delete
0x00406a94    1 96           sym.lv_anim_init
0x004072a0    1 8            sym.lv_anim_set_var
0x004072a8    1 8            sym.lv_anim_set_exec_cb
0x004072cc    1 20           sym.lv_anim_set_values
0x00407300    1 8            sym.lv_anim_set_completed_cb
0x004072b0    1 8            sym.lv_anim_set_duration
0x00406af4   16 368          sym.lv_anim_start
0x0043723c    1 96           sym.lv_obj_invalidate
0x00414504   11 412          sym.lv_bar_event
0x00414738    1 160          sym.lv_bar_constructor
0x00414a50    1 52           sym.lv_button_constructor
0x004164d0   10 160          sym.get_month_length
0x00416570   31 664          sym.draw_task_added_event_cb
0x00416808   11 364          sym.highlight_update
0x00416d10   10 420          sym.lv_calendar_constructor
0x00416fb0    1 388          sym.my_constructor
0x0043fac8   23 456          sym.lv_obj_move_to_index
0x0045c158    1 52           sym.lv_obj_set_flex_flow
0x0045c18c    1 108          sym.lv_obj_set_flex_align
0x00414a84    1 52           sym.lv_button_create
0x00433e14   23 556          sym.lv_obj_class_create_obj
0x00434040   12 280          sym.lv_obj_class_init_obj
0x0043e518    1 24           sym.lv_obj_set_style_bg_image_src
0x00465df0    3 76           sym.lv_pct
0x00436134    7 128          sym.lv_obj_set_height
0x0043c2c8    7 80           sym.lv_obj_get_local_style_prop
0x0043e178    1 24           sym.lv_obj_set_style_height
0x00438a7c    3 32           sym.lv_obj_update_layout
0x0043ef98    7 60           sym.lv_obj_get_screen
0x00438908   13 260          sym.layout_update_core
0x004360b4    7 128          sym.lv_obj_set_width
0x0043e130    1 24           sym.lv_obj_set_style_width
0x004353b8    1 68           sym.lv_obj_add_event_cb
0x0046747c    5 224          sym.lv_event_add
0x004664e4    1 8            sym.lv_array_size
0x00465ea0    3 140          sym.lv_array_init
0x004661a0    5 200          sym.lv_array_push_back
0x00466268    5 136          sym.lv_array_at
0x00467110    9 232          sym.cleanup_event_list_core
0x0041e5d0    1 52           sym.lv_label_create
0x0041f920    8 252          sym.lv_label_set_long_mode
0x0043e978    1 24           sym.lv_obj_set_style_text_align
0x0045c1f8    1 52           sym.lv_obj_set_flex_grow
0x00467220   33 604          sym.lv_event_send
0x0043eb40    1 24           sym.lv_obj_set_style_flex_grow
0x0043f0bc    3 24           sym.lv_obj_get_parent
0x004361b4    1 56           sym.lv_obj_set_size
0x0043534c    3 108          sym.lv_obj_send_event
0x004671f8    1 24           sym.lv_event_push
0x0043519c   22 432          sym.event_send_core
0x00467210    1 16           sym.lv_event_pop
0x00417210   10 380          sym.month_event_cb
0x00417134    3 220          sym.value_changed_event_cb
0x004173c0    1 248          sym.my_constructor_1
0x004175e0    1 180          sym.year_event_cb
0x00417580    1 96           sym.month_event_cb_1
0x004174b8    1 200          sym.value_changed_event_cb_1
0x00417760   25 2416 -> 1540 sym.draw_series_line
0x004180d0   12 236          sym.lv_chart_destructor
0x004181bc    1 148          sym.lv_chart_constructor
0x004084c0    1 28           sym.lv_ll_init
0x00418250   11 664          sym.invalidate_point.part.0
0x004184e8   25 612          sym.new_points_alloc.isra.1
0x00418f9c   32 1208         sym.draw_cursors
0x00419454  101 4436 -> 4364 sym.lv_chart_event
0x0041b400    1 104          sym.lv_checkbox_constructor
0x0041b468   18 1364         sym.lv_checkbox_event
0x0041b9bc    3 68           sym.lv_checkbox_destructor
0x0041bb80    1 12           sym.lv_dropdownlist_destructor
0x0041bb8c    6 224          sym.position_to_selected
0x0041bc6c    5 212          sym.get_id_on_point
0x0043f0d4    6 68           sym.lv_obj_get_child
0x004561bc    1 8            sym.lv_font_get_line_height
0x0041bd40   10 436          sym.draw_box_label
0x0041bef4    1 84           sym.lv_dropdownlist_constructor
0x0041bf48    5 80           sym.lv_dropdown_destructor
0x0041bf98    5 336          sym.draw_box.part.1
0x0041c3f4    1 184          sym.lv_dropdown_constructor
0x0041c2d8   14 284          sym.lv_dropdown_set_options_static
0x0041cab4   25 1072         sym.draw_main_1
0x0041d4bc   41 908          sym.lv_dropdown_list_event
0x0041d848   11 264          sym.btn_release_handler
0x004564d4    1 12           sym.lv_indev_active
0x00456890    5 56           sym.lv_indev_get_scroll_obj
0x00433b68    1 20           sym.lv_obj_has_flag
0x0041d474    1 72           sym.lv_dropdown_close
0x00456598    3 24           sym.lv_indev_get_type
0x00433ba4    3 28           sym.lv_obj_get_group
0x00431f04    9 212          sym.lv_group_set_editing
0x0041d028   32 1100         sym.lv_dropdown_open
0x0041d950   41 696          sym.lv_dropdown_event
0x0041dc30    6 212          sym.lv_keyboard_update_ctrl_map
0x0041dd04    1 64           sym.lv_keyboard_update_map
0x0041dd44    1 128          sym.lv_keyboard_constructor
0x0041e270    6 100          sym.lv_label_destructor
0x0041e2d4    1 8            sym.set_ofs_y_anim
0x0041e2dc    1 8            sym.set_ofs_x_anim
0x0041e2e4    5 148          sym.get_label_flags
0x0041e378    9 128          sym.overwrite_anim_property
0x0041e3f8   12 240          sym.lv_label_revert_dots.part.2
0x0041e4e8    5 232          sym.calculate_x_coordinate
0x0046bea8    5 44           sym.lv_text_get_width
0x0041edb0   68 2188         sym.lv_label_refr_text.part.5
0x0041fa1c    1 160          sym.lv_label_constructor
0x0041fabc   49 1552         sym.lv_label_event
0x00420620    6 1148         sym.lv_led_event
0x00420a9c    1 72           sym.lv_led_constructor
0x0046c33c    3 104          sym.lv_theme_get_color_primary
0x0046c1fc    3 60           sym.lv_theme_get_from_obj
0x00468f20    3 168          sym.lv_palette_main
0x00420bd0    1 36           sym.lv_line_constructor
0x00420bf4   49 1548 -> 1512 sym.lv_line_event
0x00421610    1 8            sym.lv_menu_destructor
0x00421618    1 52           sym.lv_menu_section_constructor
0x0042164c    1 72           sym.lv_menu_cont_constructor
0x00421694    1 504          sym.lv_menu_constructor
0x00421ea8   10 292          sym.lv_menu_back_event_cb
0x0042188c   12 192          sym.lv_menu_value_changed_event_cb
0x0042194c    4 76           sym.lv_menu_page_destructor
0x00421998    1 32           sym.lv_menu_obj_delete_event_cb
0x004219b8    1 92           sym.lv_menu_page_constructor
0x00421a14   12 244          sym.lv_menu_refr_main_header_mode
0x00421b08   12 236          sym.lv_menu_refr_sidebar_header_mode
0x00421fcc    3 124          sym.lv_menu_refr
0x00422048   17 276          sym.lv_menu_load_page_event_cb
0x00422740    1 80           sym.msgbox_size_changed_event_cb
0x00422d2c    1 48           sym.msgbox_close_click_event_cb
0x00422db0    1 8            sym.set_y_anim
0x00422db8    7 324          sym.transform_vect_recursive
0x00422efc    3 168          sym.get_selected_label_width
0x0041e614    1 8            sym.lv_label_get_text
0x0046bed4   22 572          sym.lv_text_get_size
0x00422fa4    1 272          sym.get_sel_area
0x00436528    1 36           sym.lv_obj_get_coords
0x004230b4    9 788          sym.draw_main_2
0x004233c8    1 264          sym.inf_normalize.part.0
0x004234d0    3 60           sym.scroll_anim_completed_cb
0x0042350c   16 696          sym.refr_position
0x004237c4   14 764          sym.lv_roller_label_event
0x00423e04    1 120          sym.lv_roller_constructor
0x00423f30   72 1568         sym.lv_roller_event
0x00424820   14 304          sym.scale_find_section_tick_idx
0x00424950   13 496          sym.scale_set_line_properties
0x00424b40    4 316          sym.scale_get_center
0x00424c7c   39 1452         sym.scale_get_tick_points
0x00425228   11 676          sym.scale_get_label_coords
0x004254cc   60 1920         sym.scale_draw_indicator
0x00425c4c   40 1772         sym.scale_draw_main
0x00426338    4 108          sym.lv_scale_destructor
0x004263a4    1 148          sym.lv_scale_constructor
0x00426438    1 32           sym.scale_free_line_needle_points_cb
0x00426458   51 1016         sym.scale_calculate_main_compensation
0x00426850   12 296          sym.lv_scale_event
0x00426f40    4 376          sym.position_knob
0x004270b8    3 140          sym.lv_slider_constructor
0x00427144   61 1292         sym.update_knob_pos
0x00427650   88 2040         sym.lv_slider_event
0x00427f10    8 152          sym.lv_spangroup_destructor
0x00427fa8    1 88           sym.lv_spangroup_constructor
0x00428000    3 104          sym.lv_span_get_style_text_letter_space
0x00428068    3 104          sym.lv_span_get_style_text_font
0x004280d0    8 152          sym.lv_text_get_snippet.part.4.constprop.6
0x0046b674   82 1276         sym.lv_text_get_next_line
0x00428168  139 3764         sym.lv_draw_span
0x00429ee4   28 572          sym.lv_spangroup_event
0x0042a2e0   32 584          sym.lv_spinbox_updatevalue
0x0042a528    1 128          sym.lv_spinbox_constructor
0x0042a9ac   47 948          sym.lv_spinbox_event
0x0042ad60    1 68           sym.arc_anim_start_angle
0x0042adb4    1 68           sym.arc_anim_end_angle
0x0042af78    1 56           sym.lv_spinner_constructor
0x00407328    1 8            sym.lv_anim_set_repeat_count
0x004072e8    1 8            sym.lv_anim_set_path_cb
0x00407350    1 24           sym.lv_anim_set_bezier3_param
0x00413130    1 164          sym.lv_arc_set_bg_angles
0x00412e54    1 160          sym.lv_arc_set_bg_end_angle
0x004131d4    6 52           sym.lv_arc_set_rotation
0x0042afb0    1 16           sym.lv_switch_anim_completed
0x0042afc0    1 8            sym.lv_switch_anim_exec_cb
0x0042afc8    1 12           sym.lv_switch_destructor
0x0042afd4    6 492          sym.draw_main_3
0x0042b1c0    1 72           sym.lv_switch_constructor
0x0042b208   18 632          sym.lv_switch_event
0x0042b4c0   18 492          sym.get_row_height
0x0042b6ac   10 452          sym.get_cell_area
0x0042b870   11 280          sym.scroll_to_selected_cell
0x0042b988   64 2308         sym.draw_main_4
0x00467aac    1 8            sym.lv_event_get_current_target
0x004358a8    3 96           sym.lv_event_get_layer
0x00467ad0    1 8            sym.lv_event_get_param
0x00464e54    3 116          sym.lv_area_intersect
0x00449280    1 276          sym.lv_draw_rect_dsc_init
0x00466df4    1 24           sym.lv_color_white
0x00434230   34 1624         sym.lv_obj_init_draw_rect_dsc
0x004480c0    1 188          sym.lv_draw_label_dsc_init
0x00434888   10 440          sym.lv_obj_init_draw_label_dsc
0x0043c8e0   20 288          sym.lv_obj_get_style_opa_recursive
0x0043c318    7 188          sym.lv_obj_style_apply_color_filter
0x004395cc    3 32           sym.lv_obj_get_scroll_y
0x004395ac    3 32           sym.lv_obj_get_scroll_x
0x004494b8   47 2120         sym.lv_draw_rect
0x004481a8    9 268          sym.lv_draw_label
0x0042c28c   14 240          sym.lv_table_destructor
0x0042c37c    1 120          sym.lv_table_constructor
0x0040a68c   11 184          sym.lv_realloc
0x0040a440    1 8            sym.lv_free_core
0x0040a438    1 8            sym.lv_realloc_core
0x0042c3f4    3 520          sym.refr_cell_size
0x00436bd0    4 140          sym.lv_obj_refresh_self_size
0x00464e20    1 52           sym.lv_area_move
0x0042c5fc    4 444          sym.refr_size_form_row.constprop.1
0x0042c7b8   76 1260         sym.lv_table_event
0x0042e018    1 164          sym.lv_tabview_constructor
0x0042e35c   17 452          sym.cont_scroll_end_event_cb
0x0042e2f0    4 108          sym.lv_tabview_event
0x0042e520    1 84           sym.button_clicked_event_cb
0x0042e700    1 8            sym.pwd_char_hider_anim
0x0042e708    7 100          sym.lv_textarea_destructor
0x0042e76c    3 124          sym.cursor_blink_anim_cb
0x0042e7e8    3 236          sym.start_cursor_blink
0x00407310    1 8            sym.lv_anim_set_playback_duration
0x0042e8d4    3 88           sym.lv_textarea_get_password_bullet.part.4
0x00455e64   13 516          sym.lv_font_get_glyph_dsc
0x0042e92c   11 836          sym.refr_cursor_area
0x0042ec70    3 136          sym.label_event_cb
0x00467abc    1 20           sym.lv_event_get_code
0x0041f63c   15 372          sym.lv_label_set_text
0x0042ecf8    7 300          sym.pwd_char_hider.part.5
0x0042ee24    5 196          sym.auto_hide_characters
0x0042eee8    3 36           sym.pwd_char_hider_anim_completed
0x0042f248    1 236          sym.lv_textarea_constructor
0x0042fae4    6 172          sym.insert_handler
0x004304bc   82 1844         sym.lv_textarea_event
0x00430bf0    1 108          sym.lv_tileview_constructor
0x004394ac    1 64           sym.lv_obj_set_scroll_snap_x
0x004394ec    1 64           sym.lv_obj_set_scroll_snap_y
0x00430c5c   11 424          sym.tileview_event_cb
0x00430e04    1 56           sym.lv_tileview_tile_constructor
0x00431110    1 232          sym.lv_win_constructor
0x00431340    6 172          sym.get_indev
0x004313ec   30 496          sym.focus_next_core.part.0
0x00431fd8   16 312          sym.lv_group_focus_obj.part.2
0x00432500    7 168          sym.lv_obj_destructor
0x004325a8    3 240          sym.lv_obj_constructor
0x004397c4   15 612          sym.lv_obj_get_scroll_left
0x0043f1c4    3 28           sym.lv_obj_get_child_count
0x00433b7c    1 16           sym.lv_obj_has_flag_any
0x00436b68    1 52           sym.lv_obj_get_self_width
0x004395ec    1 8            sym.lv_obj_get_scroll_top
0x00432698    1 32           sym.null_on_delete_cb
0x00467ad8    1 8            sym.lv_event_get_user_data
0x004326b8   13 192          sym.obj_valid_child.isra.1
0x00432778   49 848          sym.update_obj_state
0x0043c3d4   41 872          sym.lv_obj_style_state_compare
0x0043ca00   18 404          sym.lv_obj_update_layer_type
0x0043db24   22 792          sym.lv_obj_style_create_transition
0x00435054   10 140          sym.lv_obj_refresh_ext_draw_size
0x0043cdbc    3 32           sym.lv_obj_refresh_style
0x0043cb94   33 552          sym.lv_obj_refresh_style.part.6
0x00432e10  151 3328 -> 3332 sym.lv_obj_event
0x00433da0    5 116          sym.lv_obj_construct
0x00435d30   21 588          sym.transform_point_array
0x00437bd4   96 3344         sym.lv_obj_refr_size.part.3
0x00438a0c    3 112          sym.lv_obj_update_layout.part.4
0x004392d0    3 36           sym.scroll_end_cb
0x004392f4    3 172          sym.lv_obj_scroll_by_raw.part.3
0x00436c5c    8 240          sym.lv_obj_move_children_by
0x004393a0    5 44           sym.scroll_y_anim
0x004393cc    5 44           sym.scroll_x_anim
0x00439f50   17 392  -> 384  sym.lv_obj_scroll_by_bounded.part.5
0x0043a0f4   57 1444         sym.scroll_area_into_view
0x0043b820   20 404          sym.trans_delete
0x0043b9b4    4 144          sym.refresh_children_style
0x0043ba44    1 12           sym.fade_anim_cb
0x0043ba50   12 380          sym.get_trans_style
0x0043bbcc   14 220          sym.style_has_flag.constprop.7
0x0043bca8   60 764          sym.get_prop_core
0x0043db14    1 16           sym.fade_in_anim_completed
0x0043d1fc   17 376          sym.trans_anim_completed_cb
0x0043d604   13 224          sym.report_style_change_core
0x0043defc   22 504  -> 424  sym.trans_anim_cb
0x0043de3c    3 192          sym.trans_anim_start_cb
0x0046a418   20 484          sym.lv_style_set_prop
0x0043ec50    3 72           sym.obj_indev_reset
0x0043ec98   19 336          sym.walk_core
0x0043ede8    7 292          sym.dump_tree_core
0x0043f734    3 32           sym.lv_obj_delete_async_cb
0x0043f614    7 256          sym.lv_obj_delete.part.5
0x0043f2e4   45 816          sym.obj_delete_core
0x00467984    9 296          sym.lv_event_remove_all
0x00456450    3 32           sym.lv_indev_get_next
0x00456928    1 12           sym.lv_indev_get_active_obj
0x0046662c    9 200          sym.lv_async_call_cancel
0x00434158    6 80           sym.lv_obj_destruct
0x0043f230   11 180          sym.lv_obj_get_index
0x0043fff0    8 128          sym.wait_for_flushing
0x00440070   12 244          sym.lv_refr_get_top_obj
0x00440164    3 196          sym.layer_reshape_draw_buf
0x00446558    9 216          sym.lv_draw_buf_reshape
0x00440d44    3 84           sym.refr_obj
0x004350fc    3 32           sym.lv_obj_get_layer_type
0x00440238   28 1276         sym.lv_obj_redraw
0x00449130    1 12           sym.lv_draw_mask_rect_dsc_init
0x00447658    1 132          sym.lv_draw_image_dsc_init
0x00444fb0    8 328          sym.lv_draw_layer_create
0x00441508    1 12           sym.lv_refr_get_disp_refreshing
0x00445e40    3 32           sym.lv_draw_buf_width_to_stride
0x004464a0    1 48           sym.lv_draw_buf_create
0x004462d4   13 460          sym.lv_draw_buf_create_ex
0x00466804    3 44           sym.lv_color_format_has_alpha
0x00446828   12 400          sym.lv_draw_buf_clear
0x0044915c    7 288          sym.lv_draw_mask_rect
0x00447bb8    4 268          sym.lv_draw_layer
0x00466c4c    3 48           sym.lv_color_format_get_size
0x00465174    5 84           sym.lv_area_is_on
0x00436e94    1 272          sym.lv_obj_get_transformed_area
0x00436d4c   15 316          sym.lv_obj_transform_point_array
0x00440734   37 1552         sym.refr_obj.part.2
0x00440d98   11 288          sym.refr_obj_and_children
0x00440eb8   50 1000         sym.refr_area_part
0x004420e0    4 76           sym.disp_event_cb
0x0044212c    1 32           sym.invalidate_layout_cb
0x0043644c    1 80           sym.lv_obj_mark_layout_as_dirty
0x0044214c    1 68           sym.scr_load_anim_start
0x00442190    5 168          sym.scr_anim_completed
0x00442238    1 12           sym.opa_scale_anim
0x00442244    1 8            sym.set_y_anim_1
0x0044224c    1 8            sym.set_x_anim
0x0043e1d8    1 24           sym.lv_obj_set_style_x
0x00442254    7 316          sym.scr_load_internal
0x00443c58   14 516          sym.update_resolution
0x00445b50    3 28           sym.buf_align
0x00445b6c   13 196          sym._calculate_draw_buf_size
0x00445c30    1 52           sym.width_to_stride
0x004667dc    3 40           sym.lv_color_format_get_bpp
0x00445c64    1 8            sym.buf_free
0x00445c6c    1 8            sym.buf_malloc
0x00447450   12 520          sym.img_decode_and_draw
0x00449d00   37 852  -> 856  sym.image_decoder_get_info
0x0044a690    9 228  -> 212  sym.render_thread_cb
0x0044a8fc    3 64           sym.lv_draw_sw_delete
0x0044a93c   14 168          sym.evaluate
0x0044a9e4    8 168          sym.dispatch
0x0044b3d0    6 224          sym.add_circle
0x0044b4b0    6 268          sym.get_rounded_area
0x0044c7d0   37 840          sym.shadow_blur_corner
0x0044eb00  102 3296         sym.img_draw_core
0x0044f890   12 456          sym.draw_letter_cb
0x00450810   20 324          sym.lv_draw_mask_map
0x00450954   33 436          sym.lv_draw_mask_fade
0x00450b08   70 1152         sym.lv_draw_mask_radius
0x00450f88  144 1792         sym.lv_draw_mask_line
0x00451688  124 1752         sym.lv_draw_mask_angle
0x00452df0   10 340          sym.transform_point_upscaled
0x00452f44   36 1020         sym.transform_rgb888
0x00453340   45 896          sym.transform_rgb565a8
0x00455020    1 200          sym.lv_area_to_tvg
0x004550e8   10 500          sym._setup_gradient
0x004552dc   42 2328 -> 1908 sym._task_draw_cb
0x004561d0    4 40           sym.indev_scroll_throw_anim_completed_cb
0x004561f8    1 92           sym.indev_proc_reset_query_handler.part.0
0x00456254    7 184          sym.indev_scroll_throw_anim_cb
0x00456bbc    5 168          sym.pointer_search_obj
0x00457058   12 260          sym.send_event
0x0045715c   15 376          sym.indev_proc_short_click
0x004572d4  137 2096         sym.indev_proc_press
0x00457b04   61 1308         sym.indev_proc_release
0x00459118   22 396          sym.indev_reset_core
